ID,SourceText,VanillaText,Russian,English,Status,Context,Packages,Locations,Notes
987654321,<style WeaponModHeader><DisplayName></style>,,<style WeaponModHeader><DisplayName></style>,<style WeaponModHeader><DisplayName></style>,russian-override;new-id,jazz:Code/System_Firearm_AddProperties.lua:477,jazz,jazz:Code/System_Firearm_AddProperties.lua:601 | jazz:Code/System_WeaponRemovableModify.lua:528,
158002281979,Рамочный приклад (Разложенный),,Рамочный приклад (разложен),Wire Stock (Extended),russian-override;new-id,jazz:items.lua:34775,jazz,jazz:items.lua:36756,
158052641318,"HMGothic Rough A, 16",,"HMGothic Rough A, 16","HMGothic Rough A, 16",russian-override;new-id,jazz:items.lua:69454 | jazz:items.lua:69462,jazz,jazz:items.lua:76439 | jazz:items.lua:76447,
158230824132,9mmSubsonicОТКЛЮЧЕНО,,9mm Subsonic — ОТКЛЮЧЕНО,9mm Subsonic — DISABLED,russian-override;new-id,jazz:InventoryItem/_9mm_Subsonic.lua:10 | jazz:items.lua:7563,jazz,jazz:InventoryItem/_9mm_Subsonic.lua:10 | jazz:items.lua:9340,
158297465336,Стальная бронеплита 5 класса защиты,,Стальная бронеплита 5 класса защиты,Class 5 Steel Armor Plate,russian-override;new-id,jazz:InventoryItem/JazzArmorPlates_Steel5.lua:13 | jazz:items.lua:57191,jazz,jazz:InventoryItem/JazzArmorPlates_Steel5.lua:13 | jazz:items.lua:62333,
158337034728,"Легион взял в заложники банду «<color EmStyle>Кофейные бобы</color>»; если не обезвредить <color EmStyle>взрывчатку</color>, великолепные старухи погибнут",,"Легион взял в заложники банду «<color EmStyle>Кофейные бобы</color>»; если не обезвредить <color EmStyle>взрывчатку</color>, великолепные старухи погибнут","The Legion took the gang ""<color EmStyle>Coffee Beans</color>"" hostage; if the <color EmStyle>explosives</color> are not defused, the magnificent old ladies will die",russian-override;new-id,jazz-maps:items.lua:101685,jazz-maps,jazz-maps:items.lua:97978,
158495869880,Briefing,,Брифинг,Briefing,russian-override;new-id,jazz-maps:items.lua:29871,jazz-maps,jazz-maps:items.lua:30050,
158615306685,Ранение в пах,,Ранение в пах,Groin Wound,russian-override;new-id,jazz:CharacterEffect/Groinshot.lua:10 | jazz:items.lua:57658,jazz,jazz:CharacterEffect/Groinshot.lua:10 | jazz:items.lua:62933,
160004139138,"Операция «<color EmStyle>Ночь ""Н""</color>»: <color EmStyle>Дикая Магда</color> согласна сражаться",,"Операция «<color EmStyle>Ночь ""Н""</color>»: <color EmStyle>Дикая Магда</color> согласна сражаться","Operation <color EmStyle>""N-Night""</color>: <color EmStyle>Wild Magda</color> has agreed to fight",russian-override;new-id,jazz-maps:items.lua:101447,jazz-maps,jazz-maps:items.lua:97740,
160548808448,Хижина в лесу,,Хижина в лесу,Cabin in the Woods,russian-override;new-id,jazz-maps:items.lua:1991 | jazz-maps:items.lua:35266,jazz-maps,jazz-maps:items.lua:2027 | jazz-maps:items.lua:34731,
160551721775,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Первый серийный автомат
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Старый 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Неудобный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Точный 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Ненадежный",,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Первый серийный автомат
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Старый
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Неудобный
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Точный
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Ненадёжный","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> The original assault rifle
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Old
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Poor handling
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Accurate
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Unreliable",russian-override;new-id,jazz:InventoryItem/STG44.lua:15 | jazz:items.lua:23093,jazz,jazz:InventoryItem/STG44.lua:15 | jazz:items.lua:23508,
162137665594,Комплект II,,Комплект II,Loadout II,russian-override;new-id,jazz:items.lua:88577,jazz,jazz:items.lua:95633,
162495707543,M72 LAW,,M72 LAW,M72 LAW,russian-override;new-id,jazz:InventoryItem/M72LAW.lua:15 | jazz:items.lua:29437,jazz,jazz:InventoryItem/M72LAW.lua:16 | jazz:items.lua:31137,
162678461029,Давайте его кастрируем? Чтоб больше не шлялся.,,Давайте его кастрируем? Чтоб больше не шлялся.,How about we castrate him? Stop him from running around.,russian-override;new-id,jazz-units:items.lua:69622,jazz-units,jazz-units:items.lua:115931,
162767570479,"Есть, начальник! Правда, мне интересно, как это получится.",,"Есть, начальник! Правда, мне интересно, как это получится.","Yes, boss! Though I wonder how this is going to turn out.",russian-override;new-id,jazz-units:items.lua:68885,jazz-units,jazz-units:items.lua:115194,
163444722395,"Where did you go? Идиоты, тратят мое время...","Where did you go? Идиоты, тратят мое время...","Ты куда пропал? Idioty, тратят моё время...","Where did you go? Идиоты, тратят мое время...",ready,jazz-units:items.lua:136462 | jazz-units:UnitData/Ivan.lua:111,jazz-units,jazz-units:items.lua:136462 | jazz-units:UnitData/Ivan.lua:111,
163607039190,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Дробовик 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Хороший бой",,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Дробовик
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Хорошая кучность","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Shotgun
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Tight spread",russian-override;new-id,jazz:InventoryItem/SPAS12.lua:17 | jazz:items.lua:30057,jazz,jazz:InventoryItem/SPAS12.lua:17 | jazz:items.lua:30525,
163673514518,Целик,,Целик,Rear sight,russian-override;new-id,jazz:items.lua:51627,jazz,jazz:items.lua:56665,
163764621255,00:00,,00:00,00:00,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_00.lua:16 | jazz:items.lua:66116,jazz,jazz:CharacterEffect/Jazz_Perk_00.lua:16 | jazz:items.lua:72253,
164455308660,Гранатомётчик,,Гранатомётчик,Grenadier,russian-override;new-id,jazz-units:items.lua:43466 | jazz-units:items.lua:49824 | jazz-units:items.lua:50029 | jazz-units:UnitData/JAZZ_Legion_HeavyT2_Grenadier.lua:21 | jazz-units:UnitData/RebelRPG.lua:21 | jazz-units:UnitData/RebelRPG_Immortal.lua:21,jazz-units,jazz-units:items.lua:88579 | jazz-units:items.lua:95436 | jazz-units:items.lua:95641 | jazz-units:UnitData/JAZZ_Legion_HeavyT2_Grenadier.lua:21 | jazz-units:UnitData/RebelRPG.lua:21 | jazz-units:UnitData/RebelRPG_Immortal.lua:21,
164667458744,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Ломается ОЧЕНЬ часто
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Плюс 100 к безумию",,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Ломается ОЧЕНЬ часто
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Плюс 100 к безумию","<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Breaks VERY often
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> +100 to insanity",russian-override;new-id,jazz:InventoryItem/PostApoHelmet.lua:13 | jazz:items.lua:58389,jazz,jazz:InventoryItem/PostApoHelmet.lua:15 | jazz:items.lua:58893,
164978166764,G36c,,G36c,G36c,russian-override;new-id,jazz:InventoryItem/G36c.lua:13 | jazz:items.lua:20753,jazz,jazz:InventoryItem/G36c.lua:13 | jazz:items.lua:22941,
165053569449,Обеспечивает защиту по 5 классу. Вставляется в бронежилеты.,,Обеспечивает защиту 5-го класса. Устанавливается в бронежилет.,Provides Class 5 protection. Fits into body armor.,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JazzArmorPlates_Titan5.lua:16 | jazz:items.lua:62492,
165148802231,Рысь! Что случилось?,,Рысь! Что случилось?,Lynx here. What's up?,russian-override;new-id,jazz-units:items.lua:68740,jazz-units,jazz-units:items.lua:115049,
165273464829,"Бронежилет  ""Interceptor"", Тяжелый",,Тяжёлый бронежилет Interceptor,Heavy Interceptor Body Armor,russian-override;new-id,jazz:InventoryItem/JazzArmor_IBAFull.lua:13 | jazz:items.lua:56350,jazz,jazz:InventoryItem/JazzArmor_IBAFull.lua:13 | jazz:items.lua:61481,
165619259527,"Ну чо, трафареты! Мама вас к такому не готовила!",,"Ну чо, трафареты! Мама вас к такому не готовила!","Well, stencils! Your mom didn't prepare you for this!",russian-override;new-id,jazz-units:items.lua:70670,jazz-units,jazz-units:items.lua:131411,
165681713241,"Извини, я тут играю в Большого Брата. Просто делаю то, что должен, понимаешь?",,"Извини, я тут играю в Большого Брата. Просто делаю то, что должен, понимаешь?","Sorry, I'm playing Big Brother here. I just do what I have to do, you know?",russian-override;new-id,jazz-units:items.lua:69105,jazz-units,jazz-units:items.lua:115414,
166369730019,"You should hire nephew. Он, конечно, говна бесполезного кусок, но так он хоть какое-то время пить не будет.","You should hire nephew. Он, конечно, говна бесполезного кусок, но так он хоть какое-то время пить не будет.","Plemyannika моего найми. Он, конечно, govna бесполезного кусок, но так он хоть какое-то время пить не будет.","You should hire nephew. Он, конечно, говна бесполезного кусок, но так он хоть какое-то время пить не будет.",ready,jazz-units:items.lua:136426 | jazz-units:UnitData/Ivan.lua:75,jazz-units,jazz-units:items.lua:136426 | jazz-units:UnitData/Ivan.lua:75,
166761503495,Кевларовые наколенники,,Кевларовые наколенники,Kevlar knee pads,russian-override;new-id,mag-hint-aligned,jazz,jazz:InventoryItem/JazzArmor_SwatPads.lua:15 | jazz:items.lua:61739,
167070341336,762x25,,762x25,762x25,russian-override;new-id,jazz:items.lua:2422,jazz,jazz:items.lua:4100,
167287521495,"Мля, Майор Спайк, я охуенно рад, что ты теперь на нашей стороне. ",,"Мля, Майор Спайк, я охуенно рад, что ты теперь на нашей стороне. ","Damn, Major Spike, I'm so fucking glad you're on our side now.",russian-override;new-id,jazz-units:items.lua:70940,jazz-units,jazz-units:items.lua:131681,
167445102934,"От имени Maquis, Мятежников Гранд Чиена, призываю вас встать рядом с нами в борьбе против Легиона - и всех, кто душит общие идеалы ради власти и прибыли. А о Награде договоримся",,"От имени Маки, повстанцев Гранд-Чиена, призываю вас встать рядом с нами — против Легиона и всех, кто душит наши общие идеалы ради власти и наживы. О награде договоримся.","On behalf of the Maquis, Grand Chien's resistance, I call on you to stand with us against the Legion—and against anyone who would strangle our shared ideals for power and profit. We can discuss your reward.",russian-override;new-id,jazz-maps:items.lua:30887,jazz-maps,jazz-maps:items.lua:31189,
